url,title,comment,target,attitude
HdkxmpeZMbw,김치 60kg? 이것은 기본입니다.,"우리 여사님 야무지고 지혜롭고 뭐던지 잘 하실것 같아요 사랑합니다 우리 김혜경 여사님|||여사님 김장김치 보니,수육.족발이 생각 납 니 다.|||어쩜|||좋아요 수고 하십니다 항상 응원 합니다|||여사님들의 모임 화기애애 하고 음식문화도 홍보하시고 나라가 이제야 격을 갖추고 제대로 돌아가는 것 같습니다|||김혜경여사님 너무이쁘시다 수고많으셨어요,대사부인님들도 이번기회 김치담가보는것도 그들한테 흥미로운일이죠|||우장춘박사님 고개숙여 감사드립니다 박사님덕분에 감사한 마음으로 배춧 잘 먹고 있습니다|||감사합니다! 지금 진짜 대한민국입니다!|||세계가 김치에 푹 빠지는 날 기대합니다 ㅎㅎ 여사님 넘넘 사랑합니다|||여사님 최고 너무 아름다우세요 항상 응원 합니다|||있는그대로 자연스러운 분위기|||여사님 김치 홍보대사 아주 친절하고 따듯하게 잘 하고 계시네요.|||고우셔라 자랑스럽습니다 김혜경여사님 고맙습니다 존경하고 사랑합니다 건강해주세요 힘내십시요|||여사님 너무잘하세요!! 늘 이프 여사님 잘보구있어요 자부심많이가지구있어요 대한민국국민으로써 고맙습니다늘 사랑하고 존경해요|||힘내세요 건강하세요|||참 단아하고 품격있다!!!|||해외에서 김치데이가 있다니 놀랍네요|||김혜경여사님 영부인다움. K김치외교|||응원합니다 화이팅|||맑다|||이제 나라가 제대로다 대통령 영부인 다운 나라|||안뇽하심니까 이재명 대통령님 충성! 울 여사님은 어쩜 이리 싱그러운 봄 느낌이실까효|||자랑스런 우리 영부인님|||말씀도 참 이쁘게 잘하시고 상대방을 잘 배려하는게 느껴져요.|||여사님",0,0
QnGUCpCf-1g,"풀버전 강력한 지방자치, 강력한 균형성장, 5극과 3가지 특장점","그냥 아프지 마시고 가만히 계시면 국민들이 안심하고 신뢰하게 될 것이고, 잘 살 수 있을 것입니다. 내부문제가 하루빨리 해결되어야 이 나라 국민들이 걱정하지 않으실 테니 그것만 바라보고 함께 씩씩하게 걸어갑시다! 모아보자!|||이재명 회장은 뭐든 하고 싶다. 그는 최고의 대통령입니다.|||나의 대통령|||이재명 대통령님, 영원히 집권해주세요.|||또한! 지역시대! 이잠통! 화이팅!|||우리 잼 회장|||이재명 대통령님, 성공적인 집권하셔서 역사에 길이 남을 수 있기를 바랍니다.|||사랑해요 잼 회장님|||나는 당신을 응원합니다.|||저는 울잠통이 정말 자랑스럽습니다. 파이팅, 선진대한민국!!! 오직 국민과 국익에만 집중하시는 모습에 국민들은 감사드립니다.|||대통령님, 존경합니다. 감사합니다. 나는 확신한다. 사랑해요.|||나는 항상 당신을 지원합니다. 감사합니다.|||워커홀릭. 대통령님, 건강에 유의하시고 일하실 수 있도록 늘 존경하고 지지합니다.|||감기 조심하세요|||우리 사장님은 항상 열심히 일하십니다.|||나라와 민족을 사랑하시는 이재명대통령님은 최고이십니다|||부실공사와 지역 건축물 건설에 대한 처벌을 강화해 주세요. 뭐든 대충 지방으로 해도 괜찮나요? 이는 다시 지역 영토를 겨냥한 것이며 부실이 시정되지 않았습니다. 지방 강화에 관해 질문을 받았을 때, 서로를 바라보며 하는 사람들의 구조를 철저히 관찰하시기 바랍니다. 지방도로도 폭우와 추가 덧씌우기 공사로 1년 안에 너덜너덜해진 도로... 아니, 도로 건설은 이것저것 고려해서 해야 한다고 생각합니다.|||TV 방송 때문에 공무원들이 많이 긴장한 모양이다. 준비된 많은 답변을 들을 때마다 이잼의 효능을 느낍니다.|||잼 대통령과 5극, 3특수부대가 싸우고 있습니다!|||균형발전이 지역산업과 경제발전으로 이어지기를 바라며, 이재명 회장님을 응원하고 지지합니다.|||잠통아, 세상 끝날까지 국민을 지키겠다. 항상 건강하시길 바랍니다. 화이팅.|||정말 천만에요|||대통령님, 건강 잘 관리하고 계시나요? 기운을 내다. 나는 항상 당신을 지원합니다.|||사랑해요 극잠회장님.|||대통령님, 대통령님, 왼손을 켜라는 제안이 있습니다. 모든 차량의 방향지시등을 점등할 수 있도록 관련 부처에 지시해 주시기 바랍니다.",0,0
mUXxgzTy6b8,MBC 박상후가 시사사진기자에게 혼났다.,"제대로 말했구먼|||초상권 침해하니깐 손 대지|||기래기 사진사...|||불법촬영 하고 어디다 손대냐고 짖어대는걸 혼낸다 고 하는거 실화냐 ㅋㅋㅋㅋ 박상후 국장이 점잖네|||그럼 너는 왜 찍냐?|||시사인 이나 뉴스타파나 시청율 나오긴 하냐?|||니가 사람이냐? 박상후 말이 맞는게 증명됐지?|||박상후님 신사네. 불법촬영하고 되려 큰 소리. 똥 낀 놈이 성낸다더니|||박상후 부장님 화이팅|||사람한테 손을 대냐구?란다 그건 할 소리냐 부끄러운 줄 좀 알아라 어른한테, 당신의 초상권 침해, 불법 촬영은 되고 말리는건 안되냐? 이런 창피한 영상이라도 올릴수 밖에 없다는건 급했다는 거지ㅋ|||옛날에 무슨 일이 일어났는지 모르지만 현재 정치사회 분야의 유튜브 채널 중 박상후 기자의 채널이 최고이다.|||역겹다 박상후 기자님의 문화혁명이 훨신 유익하고 더났다|||아 사이다.. 속이 다 시원하네 역시 시사인은 사이다야",0,1
SwQfHZJi_UI,박근혜 대통령이 미국 기자들의 질문에 답하고 있다.,"와... 정말...|||흠, 당황한 건 우리 탓이겠죠..?|||선실 씨, 질문이 있어요. 어떻게 대답해야 합니까?",1,1
AuXnBq1gKDg,풀영상 뉴스타파 한상진 기자 안종필 자유언론상 특별상 수상 소감,감동적이에요. 나는 항상 당신을 지지하고 믿습니다.|||그때는 미안했어요. 이제 윤석열님이 조직에 충성하라는 말씀을 이해하게 되었습니다. 나는 당신을 지원합니다.|||축하하고 죄송합니다. 진짜 기자인지 몰랐는데... 기자님 덕분에 진실은 언젠가 밝혀진다는 걸 배웠습니다. 뉴스타파 후원에 참여하겠습니다.|||저는 뉴스타파를 지지합니다. 한상진 기자님 말씀이 맞습니다. 사실대로 보도해주셔서 감사드립니다. 힘내시고 응원합니다.|||축하해요!|||취향에 맞으시면 욕하는 가벼운 말에 흔들리지 마세요... 기자로서의 명예를 걸고 씩씩하게 전진하시길 바랍니다... 용기 잃지 않도록 늘 응원하겠습니다!!!!,1,1
mBq-FvzOLHU,민주정책연구위원의 천만 원 해외출장 비결,"어느 세력에 속해 있든 그 놈들을 비판해야 합니다.|||그럼 당신은 누구입니까?|||더불어민주당은 물론, 대한민국 전체가 이런 수준입니다ㅜㅜㅜㅜ 참 불쌍한 국민입니다.",0,1
_GLRmAmVVts,범죄의 이름은 K-Madu입니까? 배승희 뉴스배달,"배승희 변호사는 국민의힘 국회의원, 대표, 보수우파 대통령 대변인, 대한민국의 두 번째 여성 대통령이 됩니다. 하나님이 당신과 함께 계시니 그것으로 충분합니다. 파이팅 파이팅 할렐루야 아멘|||제발 이재명씨를 재판받게 해주세요.|||최고의 배승희 변호사는 귀중한 정보로 국민의 마음을 꿰뚫는다. 귀를 활짝 열고 주의깊게 듣습니다. 나는 항상 당신의 말을 듣고 있습니다. 감사합니다. 화이팅.|||정의로운변호사님께 항상 감사드립니다. 오늘도 행운을 빕니다.|||정말 그랬으면 좋겠습니다.|||윤석열 총장을 석방하라.|||그렇게 되기를 기도합니다.. 파이팅 배승희 변호사....|||지금까지 들은 소식 중 가장 좋은 소식은 이재명이 미국으로 간다는 소식이다.|||정말 기대됩니다. 나는 미국이 하루빨리 이재명을 압수해 국제법정에 회부하기를 바라고 기다리고 있다.|||배승희!! 9월에는 하늘에서 9만 마일 떨어진 곳에서 파랑새처럼 높이 멀리 날아가시기 바랍니다. 자유의 여전사 중 1위!!|||한국이 정상 궤도에 오를 수 있도록 뭔가 조치를 취해주세요.|||옳은 말씀을 해주셔서 감사합니다.|||진심으로 그러기를 바랍니다.|||배승희 변호사님 항상 정확하고 빠른 소식 감사드립니다. 힘내세요. 끝까지 우익의 소통채널이자 힘이 되어주셔서 감사드립니다. 국민들이 힘을 더해줄 것입니다. 나는 당신을 지원합니다. 미국이 이재명을 잡아서 대북 송금 사건까지 다 처벌했으면 좋겠다.|||감사합니다|||말로만 하지 말고 빨리 실행에 옮겨졌으면 좋겠습니다.|||파괴!!|||배승희 변호사님 힘내시고 파이팅하세요. 립의 딸들은 어찌할 바를 모르니, 형이 아니라면 남편과 함께 가십시오. 나는 당신을 지원합니다.|||장동혁 의원이 바라는 투쟁... 진보 우파 애국자 배승희! 안녕|||애국열사 배승희 변호사님, 정확한 정보와 정확한 말씀 전달을 위해 애써주신 노고에 감사드립니다. 더운 날씨에 늘 건강하시고, 힘내시고, 행복하시길 바랍니다. 나는 당신을 지원합니다. 많은 지원 부탁드립니다.|||우리나라에 오면 제일 좋을 것 같아요. 기대해도 될까요?|||정확한 소식을 빠르게 전해 주셔서 감사합니다. 하나님께서 아름다운 변호사 배승희 변호사님을 축복해 주실 것입니다. 아멘 !!|||제발|||항상 감사합니다.|||우리가 무슨 일을 하든 공산주의는 막아야 합니다.",0,1
jpvcDMOwo40,"눈치없는 이신명, 배승희, 소식 전달","미국은 범죄자들과 대화하고 싶어하지 않습니다.|||배승희 변호사님, 노고에 감사드립니다. 당신이 우리에게 이 범죄에 대한 많은 사건과 이야기를 이야기하는 것을 주의 깊게 지켜보고 있습니다. 항상 알려주셔서 감사합니다. 나는 항상 당신을 지원합니다. 오늘도 파이팅입니다.|||작가님들은 불리한 내용은 모두 삭제하셨으나, 유익하게 보실 수 있도록 배승희님이 인쇄해 주셨습니다.|||배변호사가 최고입니다. 소식을 볼 수 있어서 감사합니다.|||항상 올바른 소식을 빠르고 정확하게 전달해 주시는 배승희 변호사님께 감사드립니다!|||최상의|||배 의원님, 항상 응원하겠습니다.|||국가는 발전해야 하는데 발전하고 있나요?|||배승희 변호사님, 노고에 감사드립니다.|||윤석열 총장, 모든 불법적인 정치적 탄핵, 헌법재판소의 정치적 면직, 기타 불법적인 정치적 체포를 모두 석방하고 정상적인 대통령을 복직시켜야 합니다. 국민의 의지|||우리 예쁜 변호사도 최고예요. 나는 항상 당신을 지원합니다. 대한민국이 다시 행복하고 멋진 나라가 될 때까지 응원해주세요.|||한국은 어쩌다 이렇게 됐나? 이것이 사람들이 원하는 세상인가?|||배승희 화이팅|||재미있게 잘 ​​봤습니다..너무 친절해요.|||변호사님, 건강 잘 챙기세요.|||배승희 변호사. 건배! 정확한 소식도 볼 수 없었는데 여기서 볼 수 있어서 감사합니다.|||아, 안타깝네요. 이 나라의 국위가 추락하고 있습니다. 우리나라의 이전 정부에서는 들어본 적도 없는 일이다. 내 인생에서 이런 일을 보면 정말 화가 난다.|||상쾌한 말씀 감사드립니다. 행운을 빌어요.|||취소하거나 연장하세요. 조건을 걸었어요|||배승희 변호사님, 화이팅!|||그것은 인생이라고 불립니다. 그게 다야.|||최고야|||나는 배승희씨의 날카로운 비판을 늘 지지합니다.|||역시 배짱은 최고야|||고품질 방송",0,1
l4a99pWTAjI,재판에 쏟아진 새로운 증거..!! 배승희 뉴스배달,"변호사님, 신선한 소식을 전해 주셔서 감사합니다. 나는 항상 당신을 지원하고 있습니다.|||지귀연 판사님, 대한민국을 지켜주세요. 법을 준수하시기 바랍니다. 감사합니다.|||주님, 대한민국을 지켜주소서 배승희 변호사. 아멘.|||배승희 변호사님, 정말 사랑합니다.|||항상 좋은 말씀 감사드립니다. 구독자 174만 명을 보유한 배승희 변호사는 유튜브 스타다. 마지막으로 한국이 다시 정상 궤도에 오를 수 있기를 바랍니다.|||지 판사님! 국민들이 지켜보고 응원하고 있습니다. 당신은 역사에 남을 것입니다. 인생은 한 번 뿐이고, 적합한 사람이 드러날 것입니다|||수고했어 배승희. 힘내라 배승희!!!!|||배승희 변호사님, 감사합니다. 적극적으로 지지합니다.|||배승희 변호사님, 감사합니다. 건강 잘 챙기세요. 화이팅.|||배 변호사님, 항상 맑은 사이다 방송을 제공해 주셔서 감사드립니다. 건강 잘 챙기시고 행운을 빕니다.|||거부하는 자들이 범인이다!!!|||배승희 변호사는 얼굴도 예쁘고 우익계의 큰 인물이다. 오늘도 다시 한번 감사드립니다.|||북한에 돈을 준 사람들을 체포하고 조사하십시오|||사법부는 이 혐의에 대한 재판을 재개해야 한다. 서울고등법원 이재권 판사님, 환송 및 선거법 위반 재판을 신속하게 진행해 주시기 바랍니다.|||국회가 정화되지 않으면 대한민국의 미래는 없습니다.|||그 놈들이 특검을 임명하면 그냥 특검인데, 국력이 특검을 추천하지 못한다면 이재명이 살려주는 셈이다.|||배승희 변호사님, 정말 차분하고 좋은 말씀을 해주시네요. 조금 걱정됩니다. 항상 여러분의 건강에 대해 듣고 응원하고 있습니다. 최선을 다해주세요.|||똑똑한 변호사님, 정말 대단하세요. 아멘. 맛있어요. 여러분의 노고에 감사드립니다.|||대한민국이 미쳐가지 않도록 구해야 합니다.|||윤석열 회장님!|||우리는 함께 산다|||티컴. 다만 특검은 야당 출신이어야 한다. 임명되어야 한다|||윤석열 총장은 무죄!! 다시 일하러 가야해요!! 이 갱단원들은 반역죄인들이야!!|||윤 총장이 무죄 판결을 받길 기도합니다. 억울하게 구금된 윤 총장이 석방되길 바랍니다.|||배승희 변호사님, 노고에 감사드립니다. 힘내세요. 나는 당신을 지원합니다. 우리 윤석열 총장을 빨리 석방해 주십시오.",1,0
MBT4XkJuHFo,"대통령, 쿠팡 사태 과태료 강화하고 징벌적 손해배상 제도 현실화해야","정보 유출 전, 서영교 쿠팡 임원을 만났다. 이번 사건과 관련이 있나요?|||신세계나 롯데가 주도적으로 만들 수는 없을까? 국민들이 힘내세요!!!|||쿠팡을 대체할 회사를 만들자!!!! 쿠팡 불매운동!!!!",0,3
